source_row,frequency_rank,complexity,word,romanized,pos_ko,classification,hanja_ref,english,note,word_group_size,word_group_index,review_flags
5119,7736.0,B,다녀가다,danyeogada,동,verb,,Drop in for a short visit,,1,1,
5120,7738.0,B,답장,dapjang,명,noun,答狀,answer; written reply,,1,1,
5121,7749.0,B,때때로,ttaettaero,부,adverb,,sometimes,,1,1,
5122,7753.0,C,뜨다,tteuda,동,verb,떠나다,"(transitive or intransitive) to leave, to depart",,3,3,surface_duplicate
5123,7756.0,C,마라톤,maraton,명,noun,marathon,Marathon,,1,1,
5124,7759.0,C,매스컴,maeseukeom,명,noun,masscommunication,Mass communication,,1,1,
5125,7767.0,C,무,mu,명,noun,無,"non-, un-, a-; a prefix marking an absence of something",,2,2,surface_duplicate
5126,7769.0,C,묵다,mukda,동,verb,머무르다,"to stay (at a place), to lodge",,2,2,surface_duplicate
5127,7773.0,A,바나나,banana,명,noun,banana,Banana,,1,1,
5128,7776.0,B,발등,baldeung,명,noun,,The instep of the foot,,1,1,
5129,7778.0,C,밤새,bamsae,명,noun,~안녕하셨습니까,All night,,1,1,
5130,7784.0,C,별일,byeoril,명,noun,別-,A particular thing,,1,1,
5131,7785.0,C,보내오다,bonaeoda,동,verb,,받다 receive,,1,1,
5132,7789.0,C,부채,buchae,명,noun,,"A debt,liabilities",,1,1,
5133,7791.0,C,불법,bulbeop,명,noun,佛法,Buddhism,,2,2,surface_duplicate
5134,7795.0,B,블라우스,beullauseu,명,noun,blouse,Blouse,,1,1,
5135,7800.0,C,사업가,saeopga,명,noun,事業家,"businessman, entrepreneur",,1,1,
5136,7801.0,B,사이좋다,saijohda,형,adjective,,Be on good terms with,,1,1,
5137,7811.0,C,세상에,sesange,감,interjection,世上-,In the world,,1,1,
5138,7816.0,C,수고,sugo,명,noun,,"toil,labor,pains",,1,1,
5139,7818.0,A,수요일,suyoil,명,noun,水曜日,Wednesday,,1,1,
5140,7822.0,B,슬퍼하다,seulpeohada,동,verb,,"sorrow,feel sad",,1,1,
5141,7823.0,C,시금치,sigeumchi,명,noun,,Spinach,,1,1,
5142,7828.0,C,신청서,sincheongseo,명,noun,申請書,"Application, application form",,1,1,
5143,7835.0,B,쓰레기통,sseuregitong,명,noun,-桶,Garbage can,,1,1,
5144,7836.0,C,아랫사람,araessaram,명,noun,,Subordinate,,1,1,
5145,7838.0,B,앞쪽,apjjok,명,noun,,"The front, the fore part",,1,1,
5146,7840.0,C,앨범,aelbeom,명,noun,album,Album,,1,1,
5147,7841.0,C,양,yang,명,noun,羊,sheep,,4,4,surface_duplicate
5148,7848.0,C,여전하다,yeojeonhada,형,adjective,如前-,"Be unchanged, the same as before",,1,1,
5149,7853.0,C,영남,yeongnam,명,noun,嶺南,The southeastern part of Korea,,1,1,
5150,7857.0,C,옥상,oksang,명,noun,屋上,On the roof,,1,1,
5151,7860.0,B,왼발,oenbal,명,noun,,The right foot,,1,1,
5152,7864.0,A,운전하다,unjeonhada,동,verb,運轉-,To drive,,1,1,
5153,7868.0,C,위,wi,명,noun,胃,stomach,,3,3,surface_duplicate
5154,7883.0,B,일기,ilgi,명,noun,日氣,weather,,2,2,surface_duplicate
5155,7884.0,C,일자리,iljari,명,noun,,"A job, position",,1,1,
5156,7890.0,C,자매,jamae,명,noun,姉妹,Sisters,,1,1,
5157,7897.0,B,저번,jeobeon,명,noun,這番,"Last time, the other day",,1,1,
5158,7900.0,C,전시장,jeonsijang,명,noun,展示場,An exhibition hall,,1,1,
5159,7904.0,C,절약,jeoryak,명,noun,節約,"thrift,savings,economy",,1,1,
5160,7906.0,B,정답,jeongdap,명,noun,正答,The right answer,,1,1,
5161,7907.0,C,정오,jeongo,명,noun,正午,Noon,,1,1,
5162,7909.0,C,제대하다,jedaehada,동,verb,除隊-,Be discharged from the military,,1,1,
5163,7913.0,B,졸다,jolda,동,verb,,"doze,take a nap",,1,1,
5164,7918.0,C,즉석,jeukseok,명,noun,卽席,"instantly,impromptu",,1,1,
5165,7920.0,C,지방,jibang,명,noun,脂肪,"fat, grease",,2,2,surface_duplicate
5166,7924.0,C,차차,chacha,부,adverb,次次,Gradually,,1,1,
5167,7930.0,C,추측,chucheuk,명,noun,推測,"Guess, conjecture",,1,1,
5168,7933.0,C,충고,chunggo,명,noun,忠告,"Advice, counsel, suggestion",,1,1,
5169,7939.0,B,코피,kopi,명,noun,,A nose bleed,,1,1,
5170,7943.0,C,턱,teok,의,noun,알~이없다,"a cause; a reason; a possibility (used only to emphasize that no such thing exists) as in ""to have no idea/ to have no clue""",,2,2,surface_duplicate
5171,7946.0,C,팩시밀리,paeksimilli,명,noun,facsimile,"Facximile, fax",,1,1,
5172,7956.0,C,한낮,hannaj,명,noun,,Noon,,1,1,
5173,7958.0,B,할인,harin,명,noun,割引,A discount,,1,1,
5174,7971.0,C,가득히,gadeukhi,부,adverb,,Full,,1,1,
5175,7977.0,C,간호,ganho,명,noun,看護,Nursing or care,,1,1,
5176,7979.0,C,갑,gap,명,noun,匣,1) The first 2) the former,,1,1,
5177,7984.0,C,건너,geonneo,명,noun,,The other or opposite side,,1,1,
5178,7985.0,C,걷다,geotda,동,verb,빨래를~,(of sheets) to fold up,,3,3,surface_duplicate
5179,7987.0,C,겁나다,geopnada,동,verb,怯-,Be frightened or scared,,1,1,
5180,7996.0,B,고구마,goguma,명,noun,,Sweet potato,,1,1,
5181,8014.0,B,국기,gukgi,명,noun,國旗,The national flag,,1,1,
5182,8018.0,C,금메달,geummedal,명,noun,金medal,Gold medal,,1,1,
5183,8031.0,A,노트,noteu,명,noun,note,A note,,1,1,
5184,8033.0,C,눈감다,nungamda,동,verb,,Close the eyes,,1,1,
5185,8034.0,C,눈뜨다,nuntteuda,동,verb,,Open one’s eyes,,1,1,
5186,8043.0,C,대입,daeip,명,noun,大入,"abbreviated word for ""college entrance.""",,1,1,
5187,8044.0,B,대화하다,daehwahada,동,verb,對話-,To converse,,1,1,
5188,8045.0,C,도마,doma,명,noun,,A chopping board,,1,1,
5189,8050.0,C,동화책,donghwachaek,명,noun,童話冊,A fairy tale,,1,1,
5190,8053.0,A,딸기,ttalgi,명,noun,,strawberry,,1,1,
5191,8054.0,C,땅바닥,ttangbadak,명,noun,,bare ground,,1,1,
5192,8064.0,C,모집하다,mojiphada,동,verb,募集-,Call/appeal for,,1,1,
5193,8071.0,B,미워하다,miwohada,동,verb,,Dislike,,1,1,
5194,8076.0,C,밤색,bamsaek,명,noun,-色,"Chestnut color, maroon",,1,1,
5195,8077.0,B,밥맛,bapmas,명,noun,,Appetite,,1,1,
5196,8079.0,C,배우자,baeuja,명,noun,配偶者,"A mate, life partner",,1,1,
5197,8085.0,B,복사,boksa,명,noun,複寫,Reproduction,,1,1,
5198,8090.0,B,볶음밥,bokkeumbap,명,noun,,Frizzled rice,,1,1,
5199,8113.0,B,성별,seongbyeol,명,noun,性別,Sex distinction,,1,1,
5200,8116.0,B,세탁,setak,명,noun,洗濯,Laundry,,1,1,
5201,8117.0,B,소문나다,somunnada,동,verb,所聞-,A rumor starts,,1,1,
5202,8118.0,B,소용없다,soyongeopsda,형,adjective,所用-,To be useless,,1,1,
5203,8120.0,C,속상하다,soksanghada,형,adjective,-傷-,Be distressing,,1,1,
5204,8121.0,B,손수건,sonsugeon,명,noun,-手巾,A handkerchief,,1,1,
5205,8122.0,B,송아지,songaji,명,noun,,"A calf,baby cow",,1,1,
5206,8124.0,B,수돗물,sudosmul,명,noun,水道-,Tap water,,1,1,
5207,8126.0,C,수만,suman,관,attributive,數萬,Tens of thousands,,1,1,
5208,8129.0,C,수입되다,suipdoeda,동,verb,輸入-,To be imported,,1,1,
5209,8130.0,C,수입품,suippum,명,noun,輸入品,An imported product,,1,1,
5210,8134.0,B,술자리,suljari,명,noun,,A banquet,,1,1,
5211,8140.0,C,식기,sikgi,명,noun,食器,An eating vessel,,1,1,
5212,8146.0,C,싼값,ssangaps,명,noun,,A low price,,1,1,
5213,8153.0,C,안,an,명,noun,案,"idea, suggestion, opinion, thought",,3,3,surface_duplicate
5214,8154.0,C,안부,anbu,명,noun,安否,"safety,welfare",,1,1,
5215,8157.0,C,양주,yangju,명,noun,洋酒,Foreign wine/liquors,,1,1,
5216,8160.0,B,어린이날,eorininal,명,noun,,Children’s Day (may 5th),,1,1,
5217,8168.0,C,영화배우,yeonghwabaeu,명,noun,映畵俳優,Movie actor,,1,1,
5218,8169.0,B,오른발,oreunbal,명,noun,,The right foot,,1,1,
5219,8173.0,C,용서,yongseo,명,noun,容恕,"pardon,forgiveness",,1,1,
5220,8177.0,C,우편,upyeon,명,noun,郵便,"post,mail",,1,1,
5221,8189.0,B,이사하다,isahada,동,verb,移徙-,To move house,,1,1,
5222,8191.0,B,일등,ildeung,명,noun,一等,"First class, first class/grade",,1,1,
5223,8198.0,B,작아지다,jagajida,동,verb,,Become smaller,,1,1,
5224,8205.0,C,정장,jeongjang,명,noun,正裝,"Full dress, uniform",,1,1,
5225,8210.0,C,좁히다,jophida,동,verb,,"Make narrow,restrict",,1,1,
5226,8212.0,C,좋아,joha,감,interjection,,“That’s good”,,1,1,
5227,8218.0,C,죽,juk,부,adverb,줄을~긋다,in a manner arranged in a row; while arranging in a row,,2,2,surface_duplicate
5228,8219.0,B,줄무늬,julmunui,명,noun,,A stripe,,1,1,
5229,8224.0,C,지워지다,jiwojida,동,verb,,To be erased,,1,1,
5230,8225.0,C,지저분하다,jijeobunhada,형,adjective,,"Be messy, soiled, dirty",,1,1,
5231,8226.0,C,진통,jintong,명,noun,陣痛,"Labor pains, travail",,1,1,
5232,8229.0,C,찬성하다,chanseonghada,동,verb,贊成-,"To approve, support (a plan)",,1,1,
5233,8231.0,C,참석,chamseok,명,noun,參席,"Attendance, participation",,1,1,
5234,8235.0,A,초콜릿,chokollis,명,noun,chocolate,Chocolate,,1,1,
5235,8238.0,C,최고급,choegogeup,명,noun,最高級,The highest grade/class,,1,1,
5236,8239.0,C,최상,choesang,명,noun,最上,"The best, the finest",,1,1,
5237,8240.0,C,최악,choeak,명,noun,最惡,The worst,,1,1,
5238,8242.0,C,출국,chulguk,명,noun,出國,Leaving a country,,1,1,
5239,8246.0,C,친해지다,chinhaejida,동,verb,親-,"To get close, to get friendly",,1,1,
5240,8248.0,C,코끝,kokkeut,명,noun,,The tip of one’s nose,,1,1,
5241,8250.0,B,터미널,teomineol,명,noun,terminal,Terminal,,1,1,
5242,8264.0,A,피자,pija,명,noun,&이pizza,Pizza,,1,1,
5243,8267.0,B,조선적,joseonjeok,명,noun,朝鮮的,Korean (adjective),한국적 (Hanja: 韓國的),1,1,
5244,8275.0,C,햄,haem,명,noun,ham,Ham,,1,1,
5245,8282.0,B,환영,hwanyeong,명,noun,歡迎,Welcome,,1,1,
5246,8286.0,C,가로수,garosu,명,noun,街路樹,A roadside tree,,1,1,
5247,8290.0,B,간식,gansik,명,noun,間食,Snack,,1,1,
5248,8293.0,B,감,gam,명,noun,과일,persimmon,,2,2,surface_duplicate
5249,8296.0,C,개다,gaeda,동,verb,날이~,To clear up or become clear (weather),,1,1,
5250,8305.0,C,고급스럽다,gogeupseureopda,형,adjective,高級-,To be high-class,,1,1,
5251,8307.0,C,고소하다,gosohada,형,adjective,맛이~,Taste of sesame oil or taste of a nut,,1,1,
5252,8313.0,C,공주,gongju,명,noun,公主,A royal princess,,1,1,
5253,8322.0,C,깨어지다,kkaeeojida,동,verb,,To waken,,1,1,
5254,8324.0,B,남,nam,명,noun,南,south,,3,3,surface_duplicate
5255,8328.0,B,네거리,negeori,명,noun,,Crossroads,,1,1,
5256,8329.0,A,노란색,noransaek,명,noun,-色,Yellow,,1,1,
5257,8330.0,B,녹음하다,nogeumhada,동,verb,錄音-,To record,,1,1,
5258,8336.0,A,달러,dalleo,명,noun,dollar,Dollar,,2,2,surface_duplicate
5259,8342.0,C,대여섯,daeyeoseos,관,attributive,,About five or six,,1,1,
5260,8349.0,C,되돌아보다,doedoraboda,동,verb,,To look back on,,1,1,
5261,8355.0,B,등산로,deungsanro,명,noun,登山路,1. hiking trail,,1,1,
5262,8358.0,B,마사지,masaji,명,noun,massage,Massage,,1,1,
5263,8359.0,A,만,man,수,numeral,萬,"10 000, ten thousand, myriad",,5,5,surface_duplicate
5264,8361.0,B,먹히다,meokhida,동,verb,,"to be eaten,swallowed",,1,1,
5265,8364.0,B,몸살,momsal,명,noun,~이걸리다,Flu aches and pains,,1,1,
5266,8367.0,B,무더위,mudeowi,명,noun,,High humidity,,1,1,
5267,8369.0,C,무용가,muyongga,명,noun,舞踊家,Dancer,,1,1,
5268,8375.0,B,박스,bakseu,명,noun,box,Box,,1,1,
5269,8377.0,C,반기다,bangida,동,verb,,"Rejoice, be glad of",,1,1,
5270,8381.0,B,밥솥,bapsot,명,noun,,Pressure cooker for rice,,1,1,
5271,8388.0,B,베개,begae,명,noun,,A pillow,,1,1,
5272,8389.0,B,벨트,belteu,명,noun,belt,Belt,,1,1,
5273,8391.0,B,복사하다,boksahada,동,verb,複寫-,"reproduce,copy",,1,1,
5274,8400.0,C,붓다,busda,동,verb,얼굴이~,(intransitive) to swell up,,2,2,surface_duplicate
5275,8401.0,C,비,bi,명,noun,碑,gravestone; tombstone,,2,2,surface_duplicate
5276,8407.0,B,사계절,sagyejeol,명,noun,四季節,The four seasons,,1,1,
5277,8408.0,B,사과하다,sagwahada,동,verb,謝過-,To apologize,,1,1,
5278,8411.0,C,사투리,saturi,명,noun,,A dialect,,1,1,
5279,8416.0,C,상금,sanggeum,명,noun,賞金,Prize money,,1,1,
5280,8438.0,C,수저,sujeo,명,noun,,A spoon,,1,1,
5281,8444.0,C,식욕,sigyok,명,noun,食慾,"appetite,desire",,1,1,
5282,8457.0,C,앞바다,apbada,명,noun,,The offing sea,,1,1,
5283,8458.0,C,얄밉다,yalmipda,형,adjective,,"Be offensive, mean",,1,1,
5284,8459.0,C,양상추,yangsangchu,명,noun,洋-,Lettuce,,1,1,
5285,8467.0,B,여대생,yeodaesaeng,명,noun,女大生,Female college student,,1,1,
5286,8471.0,C,연기하다,yeongihada,동,verb,延期-,"To defer, postpone",,1,1,
5287,8478.0,C,온라인,onrain,명,noun,on-line,Online,,1,1,
5288,8481.0,C,외갓집,oegasjip,명,noun,外家-,one’s mother’s maiden home,,1,1,
5289,8482.0,B,외할머니,oehalmeoni,명,noun,外-,A maternal grandmother,,1,1,
5290,8489.0,C,유능하다,yuneunghada,형,adjective,有能-,"To be competent,talented",,1,1,
5291,8493.0,C,유적지,yujeokji,명,noun,遺跡地,Place where remains/cultural-historical remnants are,,1,1,
5292,8499.0,B,음악가,eumakga,명,noun,音樂家,A musician,,1,1,
5293,8500.0,C,응답하다,eungdaphada,동,verb,應答-,"An answer, a reply",,1,1,
5294,8503.0,C,이롭다,iropda,형,adjective,利-,Be good for,,1,1,
5295,8505.0,A,이분,ibun,대,pronoun,,Divide into two,,1,1,
5296,8512.0,B,인삼,insam,명,noun,人蔘,Ginseng,,1,1,
5297,8513.0,B,인상,insang,명,noun,人相,physiognomy,,3,3,surface_duplicate
5298,8518.0,C,입사,ipsa,명,noun,入社,enter/join a company,,1,1,
5299,8520.0,C,자,ja,명,noun,~로재다,"ruler (measuring instrument), straightedge",,4,4,surface_duplicate
5300,8527.0,C,재활용,jaehwaryong,명,noun,再活用,Recycling,,1,1,
5301,8536.0,B,점원,jeomwon,명,noun,店員,A shop-assistant,,1,1,
5302,8539.0,C,제삿날,jesasnal,명,noun,祭祀-,Day of the ceremony,,1,1,
5303,8546.0,C,주름살,jureumsal,명,noun,,Wrinkles,,1,1,
5304,8561.0,C,참고하다,chamgohada,동,verb,參考-,"To refer, consult",,1,1,
5305,8562.0,B,찻잔,chasjan,명,noun,茶盞,A teacup,,1,1,
5306,8568.0,C,철학적,cheolhakjeok,명,noun,哲學的,Philosophical,,1,1,
5307,8572.0,C,초대,chodae,명,noun,初代,first of a family line; first age,,2,2,surface_duplicate
5308,8579.0,C,추천하다,chucheonhada,동,verb,推薦-,"To recommend, say a good word for",,1,1,
5309,8589.0,A,칫솔,chissol,명,noun,齒-,A toothbrush,,1,1,
5310,8591.0,B,큰길,keungil,명,noun,,main/principal road,,1,1,
5311,8598.0,C,판매되다,panmaedoeda,동,verb,販賣-,To be sold,,1,1,
5312,8600.0,C,편,pyeon,의,noun,기차~,"rail, train service",,3,3,surface_duplicate
5313,8602.0,C,포근하다,pogeunhada,형,adjective,,"To be soft and comfortable, downy",,1,1,
5314,8603.0,A,포도,podo,명,noun,葡萄,grape(s),,1,1,
5315,8605.0,C,하나님,hananim,명,noun,,God,,1,1,
5316,8610.0,C,학력,hakryeok,명,noun,學歷,"Academic background, formal schooling",,1,1,
5317,8613.0,C,한정하다,hanjeonghada,동,verb,限定-,"To limit, restrict",,1,1,
5318,8619.0,C,향상되다,hyangsangdoeda,동,verb,向上-,"To be impoved, advanced",,1,1,
5319,8626.0,B,홈페이지,hompeiji,명,noun,homepage,Homepage,,1,1,
5320,8633.0,B,횡단보도,hoengdanbodo,명,noun,橫斷步道,Crossing,,1,1,
5321,8645.0,C,가톨릭,gatollik,명,noun,Catholic,Catholic,,1,1,
5322,8651.0,B,강당,gangdang,명,noun,講堂,A lecture hall,,1,1,
5323,8659.0,C,건조하다,geonjohada,형,adjective,乾燥-,Ry or arid or become dry,,1,1,
5324,8660.0,C,걷기,geotgi,명,noun,,Walking,,1,1,
5325,8668.0,B,고모부,gomobu,명,noun,姑母夫,The husband of one’s paternal aunt,,1,1,
5326,8672.0,A,공중전화,gongjungjeonhwa,명,noun,公衆電話,A public payphone,,1,1,
5327,8673.0,C,공통,gongtong,명,noun,共通,Commonness,,1,1,
5328,8674.0,C,과거,gwageo,명,noun,科擧,classical examination system for the government service in old Korea,,2,2,surface_duplicate
5329,8682.0,C,국가적,gukgajeok,명,noun,國家的,National or state,,1,1,
5330,8685.0,C,귓속,gwissok,명,noun,,The inner ear,,1,1,
5331,8686.0,C,그래픽,geuraepik,명,noun,graphic,Graphic,,1,1,
5332,8687.0,C,근교,geungyo,명,noun,近郊,Suberbs,,1,1,
5333,8690.0,C,기초적,gichojeok,명,noun,基礎的,Fundamental or basic,,1,1,
5334,8699.0,B,녹음,nogeum,명,noun,錄音,Recording,,1,1,
5335,8704.0,C,다양성,dayangseong,명,noun,多樣性,Variety,,1,1,
5336,8710.0,C,대상자,daesangja,명,noun,對象者,"subject, recipient, candidate,",,1,1,
5337,8718.0,C,동그라미,donggeurami,명,noun,,circle,,1,1,
5338,8727.0,C,떠나오다,tteonaoda,동,verb,,미국으로부터 to come back from the US,,1,1,
5339,8731.0,C,레이저,reijeo,명,noun,laser,laser,,1,1,
5340,8736.0,B,마중,majung,명,noun,,"Meeting, reception",,1,1,
5341,8753.0,B,밝다,balkda,동,verb,,To be promising,,2,2,surface_duplicate
5342,8754.0,B,밤중,bamjung,명,noun,-中,Midnight,,1,1,
5343,8756.0,B,배드민턴,baedeuminteon,명,noun,badminton,Badminton,,1,1,
5344,8757.0,A,배부르다,baebureuda,형,adjective,,To be full,,1,1,
5345,8759.0,B,버튼,beoteun,명,noun,button,Button,,1,1,
5346,8768.0,C,보수적,bosujeok,명,noun,保守的,Conservative,,1,1,
5347,8779.0,C,불확실하다,bulhwaksilhada,형,adjective,不確實-,Be uncertain,,1,1,
5348,8781.0,C,비만,biman,명,noun,肥滿,"Fatness, corpulence",,1,1,
5349,8785.0,C,빗방울,bisbangul,명,noun,,Raindrops,,1,1,
5350,8791.0,C,사회자,sahoeja,명,noun,司會者,President,,1,1,
5351,8795.0,A,샤워,syawo,명,noun,shower,Shower,,1,1,
5352,8798.0,B,서투르다,seotureuda,형,adjective,,"unskilled,clumsy",,1,1,
5353,8809.0,A,세탁기,setakgi,명,noun,洗濯機,Washing machine,,1,1,
5354,8811.0,B,손뼉,sonppyeok,명,noun,,The flat of one’s hand,,1,1,
5355,8812.0,C,손수,sonsu,부,adverb,,"With one’s own hands, personally",,1,1,
5356,8813.0,B,송편,songpyeon,명,noun,松-,Rice cake steemed over pine needles,,1,1,
5357,8822.0,C,시들다,sideulda,동,verb,,"To wither,die,fade",,1,1,
5358,8823.0,C,시디,sidi,명,noun,콤팩트디스크,C.D.,,1,1,
5359,8826.0,C,신사,sinsa,명,noun,紳士,A gentleman,,1,1,
5360,8828.0,B,신혼부부,sinhonbubu,명,noun,新婚夫婦,Newlyweds,,1,1,
5361,8830.0,B,싱겁다,singgeopda,형,adjective,,"Taste flat, have no flavor",,1,1,
5362,8832.0,C,쓸데없이,sseuldeeopsi,부,adverb,,To have no use,,1,1,
5363,8840.0,C,야하다,yahada,형,adjective,冶-,"To be gaudy,garish",,1,1,
5364,8845.0,C,어쩌다가,eojjeodaga,부,adverb,,"By chance, accident ; sometimes",,1,1,
5365,8863.0,B,옛날이야기,yesnariyagi,명,noun,,An old story,,1,1,
5366,8865.0,B,오븐,obeun,명,noun,oven,Oven,,1,1,
5367,8866.0,C,온종일,onjongil,명,noun,-終日,"All day long, the whole day",,1,1,
5368,8867.0,B,와인,wain,명,noun,wine,Wine,,1,1,
5369,8869.0,C,왕비,wangbi,명,noun,王妃,Queen,,1,1,
5370,8874.0,B,우승하다,useunghada,동,verb,優勝-,To take first place,,1,1,
5371,8875.0,C,운반,unban,명,noun,運搬,"conveyance,transport",,1,1,
5372,8877.0,B,웃어른,useoreun,명,noun,,one’s elders,,1,1,
5373,8893.0,B,인사말,insamal,명,noun,人事-,Words of greeting,,1,1,
5374,8904.0,B,자판기,japangi,명,noun,自販機,Vending machine,,1,1,
5375,8906.0,C,장모님,jangmonim,명,noun,丈母-,A man’s mother in law,,1,1,
5376,8910.0,B,저녁때,jeonyeokttae,명,noun,,Evening time,,1,1,
5377,8914.0,C,저울,jeoul,명,noun,,A balance,,1,1,
5378,8918.0,B,적어지다,jeogeojida,동,verb,,To become smaller,,1,1,
5379,8943.0,C,지폐,jipye,명,noun,紙幣,Paper money,,1,1,
5380,8945.0,C,진실로,jinsillo,부,adverb,眞實-,"Truly, honestly",,1,1,
5381,8952.0,C,촛불,chosbul,명,noun,,Candle-light,,1,1,
5382,8956.0,C,출퇴근,chultoegeun,명,noun,出退勤,Go to and come from the office,,1,1,
5383,8960.0,B,치과,chigwa,명,noun,齒科,A dentist,,1,1,
5384,8964.0,B,테스트,teseuteu,명,noun,test,Test,,1,1,
5385,8967.0,C,통역,tongyeok,명,noun,通譯,Interpreting,,1,1,
5386,8968.0,B,퇴근하다,toegeunhada,동,verb,退勤-,To go home from work,,1,1,
5387,8978.0,C,표시하다,pyosihada,동,verb,標示-,"to express, state",,2,2,surface_duplicate
5388,8981.0,B,피로하다,pirohada,형,adjective,疲勞-,"To be fatigued, weary",,1,1,
5389,8982.0,C,하,ha,명,noun,下,"Below, underneath",,1,1,
5390,8985.0,C,한데,hande,부,adverb,,"The open air, outside, the exterior",,1,1,
5391,8997.0,C,혼잣말,honjasmal,명,noun,,Talking to oneself,,1,1,
5392,8998.0,B,화나다,hwanada,동,verb,火-,Get angry,,1,1,
5393,9002.0,C,효도하다,hyodohada,동,verb,孝道-,To be a good son/daughter to one’s parents,,1,1,
5394,9013.0,C,힘없이,himeopsi,부,adverb,,"feebly,weekly",,1,1,
5395,9014.0,B,가로,garo,명,noun,~와세로,Width or breadth,,1,1,
5396,9018.0,B,갈아타다,garatada,동,verb,,Transfer (bus or subway),,1,1,
5397,9030.0,C,건넌방,geonneonbang,명,noun,-房,The room opposite the main living room,,1,1,
5398,9044.0,C,곧이어,godieo,부,adverb,,Soon hereafter,,1,1,
5399,9047.0,C,공기,gonggi,명,noun,空器,bowl,,2,2,surface_duplicate
5400,9052.0,C,굉장하다,goengjanghada,형,adjective,宏壯-,Be grand or magnificent or splendor,,1,1,
5401,9061.0,A,그래서,geuraeseo,불,expression,그리하여서,And so accordingly,,2,2,surface_duplicate
5402,9066.0,C,기업인,gieobin,명,noun,企業人,Businessman,,1,1,
5403,9069.0,C,긴장되다,ginjangdoeda,동,verb,緊張-,Be under tension,,1,1,
5404,9072.0,C,깨끗해지다,kkaekkeushaejida,동,verb,,Become clean,,1,1,
5405,9075.0,C,낚싯대,nakksisdae,명,noun,,A fishing rod,,1,1,
5406,9077.0,A,남동생,namdongsaeng,명,noun,男-,Younger brother,,1,1,
5407,9080.0,C,냇물,naesmul,명,noun,,"A stream, brook",,1,1,
5408,9082.0,C,단골,dangol,명,noun,,"Custom, connection",,1,1,
5409,9084.0,B,단맛,danmas,명,noun,,A sweet taste,,1,1,
5410,9089.0,B,담요,damyo,명,noun,,A blanket,,1,1,
5411,9091.0,C,대,dae,명,noun,줄기,stalk,,5,5,surface_duplicate
5412,9095.0,C,더러워지다,deoreowojida,동,verb,,Get dirty,,1,1,
5413,9101.0,C,데우다,deuda,동,verb,,"to warm, to heat up",,1,1,
5414,9103.0,A,도착,dochak,명,noun,到着,Arrival,,1,1,
5415,9105.0,C,동그랗다,donggeurahda,형,adjective,,To be circular,,1,1,
5416,9114.0,C,뛰어나오다,ttwieonaoda,동,verb,,"bolt out of. run out of, burst out of",,1,1,
5417,9115.0,C,레저,rejeo,명,noun,leisure,leisure,,1,1,
5418,9116.0,C,로터리,roteori,명,noun,rotary,rotary,,1,1,
5419,9129.0,C,무덥다,mudeopda,형,adjective,,"sultry,sweltering",,1,1,
5420,9136.0,C,뭘,mwol,감,interjection,,What (implicit directobject)?,,1,1,
5421,9144.0,C,반대편,bandaepyeon,명,noun,反對便,The opposite side,,1,1,
5422,9145.0,C,발바닥,balbadak,명,noun,,The sole of the foot,,1,1,
5423,9146.0,C,발톱,baltop,명,noun,,A toenail,,1,1,
5424,9148.0,C,밝아지다,balkajida,동,verb,,Become bright,,1,1,
5425,9149.0,B,밤새다,bamsaeda,동,verb,,To stay up all night,,1,1,
5426,9167.0,B,부잣집,bujasjip,명,noun,富者-,Rich man’s house,,1,1,
5427,9169.0,C,분명해지다,bunmyeonghaejida,동,verb,分明-,To become clear,,1,1,
5428,9177.0,B,사진기,sajingi,명,noun,寫眞機,Camera,,1,1,
5429,9179.0,C,산길,sangil,명,noun,山-,"A mountain path,road",,1,1,
5430,9184.0,B,상추,sangchu,명,noun,,Lettuce,,1,1,
5431,9193.0,B,섭씨,seopssi,명,noun,攝氏,Celsius,,1,1,
5432,9195.0,B,소시지,sosiji,명,noun,sausage,Sausage,,1,1,
5433,9202.0,A,쇼핑,syoping,명,noun,shopping,Shopping,,1,1,
5434,9208.0,C,수업,sueop,명,noun,修業,"practice, training",,2,2,surface_duplicate
5435,9213.0,B,스케줄,seukejul,명,noun,schedule,Schedule,,1,1,
5436,9214.0,A,스키,seuki,명,noun,ski,Ski,,1,1,
5437,9222.0,B,시외,sioe,명,noun,市外,"Outside the city, suberbs",,1,1,
5438,9231.0,C,심각해지다,simgakhaejida,동,verb,深刻-,To become serious,,1,1,
5439,9233.0,C,싹,ssak,부,adverb,,"A bud,sprout",,1,1,
5440,9238.0,C,씻기다,ssisgida,동,verb,비에~,"To be washed, be cleaned",,2,1,surface_duplicate
5441,9241.0,C,안심하다,ansimhada,동,verb,安心-,"security,assuredness,relief",,1,1,
5442,9247.0,C,약,yak,명,noun,~이오르다,"anger, fury",,3,3,surface_duplicate
5443,9248.0,C,약수,yaksu,명,noun,藥水,"Medicinal water, mineral water",,1,1,
5444,9249.0,C,약품,yakpum,명,noun,藥品,"Medicines, medical supplies",,1,1,
5445,9250.0,B,양배추,yangbaechu,명,noun,洋-,Cabbage,,1,1,
5446,9251.0,C,양보,yangbo,명,noun,讓步,"concession,compromise",,1,1,
5447,9252.0,C,양옆,yangyeop,명,noun,兩-,On both sides,,1,1,
5448,9253.0,B,얕다,yatda,형,adjective,,"To be shallow, superficial",,1,1,
